,nu_jed,nu_odz,nu_prec,nu_isti,kh_jed,kh_odz,kh_prec,kh_isti,cm_jed,cm_odz,cm_prec,cm_isti
tdbR00000297,0.5466666666666666,0.47619047619047616,0.3225806451612903,False,1.0,1.0,1.0,True,1.0,1.0,1.0,True
tdbR00000300,0.4675324675324675,0.4,0.25,False,1.0,1.0,1.0,True,1.0,1.0,1.0,True
tdbR00000301,0.5131578947368421,0.47619047619047616,0.3125,False,0.9736842105263158,0.9523809523809523,1.0,True,0.8947368421052632,0.7619047619047619,0.8421052631578947,False
tdbR00000316,0.4935064935064935,0.23809523809523808,0.15151515151515152,False,0.974025974025974,1.0,0.9545454545454546,False,0.974025974025974,1.0,0.9545454545454546,False
tdbR00000319,0.4675324675324675,0.38095238095238093,0.24242424242424243,False,0.974025974025974,1.0,0.9545454545454546,False,0.974025974025974,1.0,0.9545454545454546,False
tdbR00000323,0.38666666666666666,0.0,0.0,False,0.8666666666666667,0.8,0.8,False,1.0,1.0,1.0,True
tdbR00000345,0.5066666666666667,0.4,0.25806451612903225,False,0.8933333333333333,0.85,0.9444444444444444,False,0.9733333333333334,0.95,1.0,True
tdbR00000346,0.48,0.38095238095238093,0.25806451612903225,False,0.9466666666666667,0.9523809523809523,0.9523809523809523,False,0.9733333333333334,0.9523809523809523,1.0,True
tdbR00000349,0.5921052631578947,0.14285714285714285,0.0967741935483871,False,0.9736842105263158,1.0,0.9545454545454546,False,0.8552631578947368,0.7619047619047619,0.8421052631578947,False
tdbR00000355,0.42105263157894735,0.42857142857142855,0.2903225806451613,False,1.0,1.0,1.0,True,1.0,1.0,1.0,True
tdbR00000374,0.4868421052631579,0.14285714285714285,0.0967741935483871,False,0.9736842105263158,0.9523809523809523,1.0,True,0.7368421052631579,0.5714285714285714,0.6,False
tdbR00000381,0.4772727272727273,0.38095238095238093,0.22857142857142856,False,0.7954545454545454,0.8571428571428571,0.6666666666666666,False,0.9545454545454546,1.0,0.9130434782608695,False
tdbR00000382,0.5795454545454546,0.6363636363636364,0.3783783783783784,False,0.8636363636363636,1.0,0.7857142857142857,False,0.9545454545454546,1.0,0.9166666666666666,False
tdbR00000410,0.4470588235294118,0.38095238095238093,0.22857142857142856,False,0.3176470588235294,0.0,0.0,False,1.0,1.0,1.0,True
tdbR00000419,0.4588235294117647,0.18181818181818182,0.11428571428571428,False,0.6588235294117647,0.5454545454545454,0.5454545454545454,False,0.9764705882352941,0.9545454545454546,1.0,True
tdbR00000421,0.49411764705882355,0.3333333333333333,0.21212121212121213,False,0.9058823529411765,1.0,0.84,False,1.0,1.0,1.0,True
tdbR00000423,0.46511627906976744,0.3333333333333333,0.21212121212121213,False,0.9069767441860465,1.0,0.84,False,1.0,1.0,1.0,True
tdbR00000424,0.5647058823529412,0.6190476190476191,0.37142857142857144,False,0.9058823529411765,1.0,0.84,False,1.0,1.0,1.0,True
tdbR00000427,0.47435897435897434,0.38095238095238093,0.25,False,0.9230769230769231,1.0,0.875,False,0.8974358974358975,0.7619047619047619,0.8,False
tdbR00000430,0.4666666666666667,0.0,0.0,False,0.9466666666666667,1.0,0.9130434782608695,False,0.9466666666666667,1.0,0.9130434782608695,False
tdbR00000431,0.5263157894736842,0.5714285714285714,0.375,False,0.9473684210526315,1.0,0.9130434782608695,False,0.9473684210526315,1.0,0.9130434782608695,False
tdbR00000433,0.4605263157894737,0.23809523809523808,0.16129032258064516,False,0.8421052631578947,0.7619047619047619,0.8421052631578947,False,1.0,1.0,1.0,True
tdbR00000446,0.44871794871794873,0.25,0.16129032258064516,False,0.9230769230769231,0.85,0.85,False,1.0,1.0,1.0,True
tdbR00000447,0.6923076923076923,0.75,0.46875,False,0.7692307692307693,0.6,0.46153846153846156,False,0.8333333333333334,0.6,0.5454545454545454,False
tdbR00000450,0.5384615384615384,0.4,0.26666666666666666,False,0.8717948717948718,0.85,0.68,False,1.0,1.0,1.0,True
tdbR00000454,0.6363636363636364,0.5238095238095238,0.3548387096774194,False,1.0,1.0,1.0,True,1.0,1.0,1.0,True
tdbR00000469,0.4935064935064935,0.25,0.16666666666666666,False,0.8701298701298701,0.85,0.7727272727272727,False,0.948051948051948,1.0,0.9090909090909091,False
tdbR00000471,0.4868421052631579,0.25,0.16666666666666666,False,0.868421052631579,0.85,0.7727272727272727,False,0.9473684210526315,1.0,0.9090909090909091,False
tdbR00000472,0.40789473684210525,0.15,0.0967741935483871,False,1.0,1.0,1.0,True,1.0,1.0,1.0,True
tdbR00000482,0.36,0.2857142857142857,0.1935483870967742,False,0.6933333333333334,0.5238095238095238,0.7333333333333333,False,0.9733333333333334,0.9523809523809523,1.0,True
tdbR00000484,0.42105263157894735,0.38095238095238093,0.25,False,0.868421052631579,0.7619047619047619,1.0,True,1.0,1.0,1.0,True
tdbR00000498,0.48,0.3333333333333333,0.23333333333333334,False,0.8666666666666667,0.7619047619047619,0.7619047619047619,False,0.8666666666666667,0.7619047619047619,0.7619047619047619,False
tdbR00000500,0.44871794871794873,0.3,0.1935483870967742,False,0.9230769230769231,0.8,0.7619047619047619,False,1.0,1.0,1.0,True
tdbR00000507,0.4935064935064935,0.25,0.16129032258064516,False,1.0,1.0,1.0,True,1.0,1.0,1.0,True
tdbR00000536,0.56,0.19047619047619047,0.13793103448275862,False,0.9733333333333334,0.9523809523809523,1.0,True,0.9333333333333333,0.7619047619047619,0.8,False
tdbR00000541,0.6883116883116883,0.8636363636363636,0.6129032258064516,False,0.974025974025974,0.9545454545454546,1.0,True,0.948051948051948,1.0,0.9166666666666666,False
tdbR00000546,0.4823529411764706,0.2,0.11764705882352941,False,0.9058823529411765,1.0,0.8333333333333334,False,1.0,1.0,1.0,True
tdbR00000555,0.5128205128205128,0.4,0.25,False,1.0,1.0,1.0,True,1.0,1.0,1.0,True
tdbR00000556,0.5194805194805194,0.35,0.22580645161290322,False,0.8961038961038961,0.75,0.75,False,0.935064935064935,0.8,0.8,False
tdbR00000558,0.5263157894736842,0.38095238095238093,0.25,False,0.6578947368421053,0.42857142857142855,0.4090909090909091,False,0.9210526315789473,0.7619047619047619,0.8421052631578947,False
tdbR00000564,0.5526315789473685,0.5238095238095238,0.36666666666666664,False,1.0,1.0,1.0,True,0.8947368421052632,0.7619047619047619,0.8888888888888888,False
tdbR00000565,0.4805194805194805,0.42857142857142855,0.2903225806451613,False,1.0,1.0,1.0,True,0.922077922077922,0.7619047619047619,0.8421052631578947,False
tdbR00000574,0.4861111111111111,0.0,0.0,False,0.7638888888888888,0.7142857142857143,0.7142857142857143,False,0.8611111111111112,0.7619047619047619,0.8,False
tdbR00000579,0.5,0.19047619047619047,0.11764705882352941,False,0.5897435897435898,0.2857142857142857,0.25,False,0.9487179487179487,1.0,0.9130434782608695,False
tdbR00000580,0.4625,0.19047619047619047,0.12121212121212122,False,1.0,1.0,1.0,True,0.95,1.0,0.9130434782608695,False
tdbR00000582,0.5333333333333333,0.19047619047619047,0.125,False,0.9733333333333334,1.0,0.9545454545454546,False,0.9733333333333334,1.0,0.9545454545454546,False
tdbR00000586,0.5064935064935064,0.42857142857142855,0.28125,False,0.974025974025974,1.0,0.9545454545454546,False,0.974025974025974,1.0,0.9545454545454546,False
tdbR00000587,0.45454545454545453,0.0,0.0,False,1.0,1.0,1.0,True,0.948051948051948,1.0,0.9130434782608695,False
tdbR00000588,0.5128205128205128,0.5714285714285714,0.375,False,0.8717948717948718,0.8095238095238095,0.9444444444444444,False,0.9358974358974359,0.7619047619047619,0.7619047619047619,False
tdbR00000606,0.43529411764705883,0.35,0.2,False,0.8352941176470589,0.85,0.7727272727272727,False,0.9764705882352941,1.0,0.9523809523809523,False
tdbR00000608,0.43529411764705883,0.25,0.14285714285714285,False,0.788235294117647,0.75,0.75,False,0.9764705882352941,1.0,0.9523809523809523,False
tdbR00000610,0.42857142857142855,0.14285714285714285,0.0967741935483871,False,0.974025974025974,1.0,0.9545454545454546,False,0.974025974025974,1.0,0.9545454545454546,False
tdbR00000611,0.35064935064935066,0.0,0.0,False,0.7922077922077922,0.8,0.7619047619047619,False,1.0,1.0,1.0,True
tdbR00000612,0.4342105263157895,0.14285714285714285,0.1,False,0.8947368421052632,0.7142857142857143,0.6818181818181818,False,1.0,1.0,1.0,True
tdbR00000613,0.47435897435897434,0.23809523809523808,0.15625,False,0.7564102564102564,0.7619047619047619,0.7619047619047619,False,0.9487179487179487,0.9523809523809523,0.9523809523809523,False
tdbR00000617,0.47368421052631576,0.2857142857142857,0.1875,False,0.8421052631578947,0.7619047619047619,0.9411764705882353,False,0.9473684210526315,0.9523809523809523,0.9523809523809523,False
tdbR00000620,0.6527777777777778,0.42857142857142855,0.3103448275862069,False,0.9722222222222222,0.9523809523809523,1.0,True,0.9722222222222222,0.7619047619047619,0.7619047619047619,False
tdbR00000623,0.5064935064935064,0.3333333333333333,0.21875,False,0.974025974025974,1.0,0.9545454545454546,False,0.974025974025974,1.0,0.9545454545454546,False
,0.4802302892754714,0.2744387272896044,0.18110193613959277,0.0,0.8891095381346703,0.8562497362935952,0.8571233819270412,0.37962962962962965,0.9559510492076947,0.9283229116562445,0.9270008728405625,0.5370370370370371
